Geneid	Chr	Start	End	Strand	Length	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S17_S17	S18	S19	S20	S21	S22	S23	S24	S24_S24	S25	S25_S25	S26	S26_S26	S27	S28	S28_S28	S29_S29	S31_S31	S32_S32	S33_S33	gene_name
b2340	NC_000913.3	2456327	2456812	-	486	107	153	133	117	135	93	99	202	107	188	197	119	134	125	61	77	159	306	59	92	141	113	46	56	8	277	44	743	95	462	99	102	441	422	774	552	273	sixA
b2341	NC_000913.3	2457015	2459159	-	2145	157	133	302	358	264	148	111	278	242	98	73	338	402	190	447	356	173	28	169	230	198	194	118	78	17	214	38	440	206	91	322	269	1951	1007	338	88	818	fadJ
b2342	NC_000913.3	2459159	2460469	-	1311	113	61	197	243	165	106	103	171	139	83	45	184	254	148	304	337	99	24	157	187	167	126	111	69	34	200	40	222	184	63	275	259	1321	507	147	60	479	fadI
b2343	NC_000913.3	2460650	2460934	-	285	33	28	25	20	32	16	21	20	12	33	46	40	70	72	22	17	47	28	17	60	68	59	24	24	7	110	420	328	126	57	171	262	132	2236	55	49	150	yfcZ
b2344	NC_000913.3	2461306	2462646	+	1341	98	127	264	291	254	110	50	193	106	148	135	266	301	305	187	286	330	8	248	237	197	167	67	52	12	288	26	2517	132	182	153	104	1519	232	198	141	244	fadL
b2345	NC_000913.3	2463012	2464070	+	1059	0	1	2	1	3	2	0	0	1	0	0	0	1	1	0	0	0	1	0	2	3	3	0	0	0	3	0	1	5	0	6	1	3	1	10	0	0	yfdF
b2346	NC_000913.3	2464252	2465007	-	756	33	44	63	44	77	52	51	56	44	75	79	64	82	102	33	28	77	15	29	95	83	97	56	28	22	72	90	153	131	83	112	142	171	452	189	38	291	mlaA
b2347	NC_000913.3	2465301	2466233	+	933	4	55	8	4	13	6	14	5	6	57	83	7	9	13	0	10	26	6	4	6	8	7	5	5	5	15	11	46	22	22	8	9	27	16	32	8	11	yfdC
b2348	NC_000913.3	2466309	2466383	+	75	0	4	0	2	2	0	0	0	1	2	1	2	0	1	0	0	1	33	0	2	1	0	0	0	0	24	0	23	0	19	2	1	23	14	2	5	27	argW
b2349	NC_000913.3	2466545	2467702	+	1158	3	5	3	1	6	6	7	5	6	11	4	8	12	8	2	2	9	1	0	9	10	13	5	0	1	3	7	7	18	1	7	12	4	30	15	2	10	intS
b2350	NC_000913.3	2467855	2468217	+	363	1	4	9	5	8	3	4	7	5	2	1	19	5	17	5	2	6	2	2	7	6	6	3	2	1	2	9	3	19	4	11	16	2	22	11	1	6	yfdG
b2351	NC_000913.3	2468214	2469134	+	921	16	14	34	21	30	11	16	11	10	6	3	25	43	28	15	10	15	0	10	46	43	43	11	7	6	4	19	6	44	1	37	54	18	75	12	0	15	yfdH
b2352	NC_000913.3	2469131	2470462	+	1332	5	2	13	16	17	2	3	4	8	7	1	12	13	14	2	2	7	1	2	28	21	14	7	1	1	1	8	0	8	0	14	19	2	8	4	1	1	yfdI
b4780	NC_000913.3	2470497	2470643	-	147	6	9	9	3	13	3	1	4	2	6	5	5	9	8	6	0	16	0	2	13	16	12	6	1	2	5	20	7	6	4	16	17	4	12	5	0	8	yodE
b2353	NC_000913.3	2470803	2471105	+	303	0	7	2	1	2	4	1	4	2	3	6	3	4	2	3	1	15	4	0	0	11	3	1	0	1	3	1	12	16	3	5	5	20	20	35	4	5	tfaS
b2354	NC_000913.3	2471077	2471517	-	441	0	0	1	0	0	0	1	0	0	1	0	0	3	1	0	0	1	3	0	0	1	0	0	0	0	0	1	3	1	0	1	0	1	6	13	0	1	yfdK
b2355	NC_000913.3	2471544	2472062	-	519	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	10	2	0	yfdL
b2356	NC_000913.3	2472112	2472387	-	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	3	yfdM
b2357	NC_000913.3	2472387	2472881	-	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	yfdN
b2358	NC_000913.3	2472878	2473246	-	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	yfdO
b2359	NC_000913.3	2473604	2473966	+	363	0	3	1	1	1	0	1	2	0	1	1	0	1	0	1	1	1	0	0	2	0	1	0	0	0	2	1	6	0	2	2	1	0	2	7	4	2	yfdP
b2360	NC_000913.3	2474032	2474856	+	825	0	0	0	1	0	0	2	1	1	3	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	2	2	2	0	1	0	1	0	7	0	4	yfdQ
b2361	NC_000913.3	2474984	2475520	+	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	yfdR
b2362	NC_000913.3	2475511	2475873	+	363	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	yfdS
b2363	NC_000913.3	2475873	2476178	+	306	2	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	yfdT
b4545	NC_000913.3	2476094	2476234	+	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ypdJ
b4501	NC_000913.3	2476310	2476510	+	201	2	2	8	15	9	4	9	10	14	5	4	11	8	4	3	7	14	1	2	11	13	8	3	2	0	1	12	2	7	1	4	16	2	3	22	2	3	torI
b4643	NC_000913.3	2476584	2476598	+	15	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	1	6	0	0	pawZ
b2364	NC_000913.3	2476694	2477629	-	936	1	0	0	0	1	0	0	1	0	2	0	0	1	3	0	2	2	0	0	2	4	2	3	0	1	3	0	10	3	1	0	4	11	8	54	3	6	dsdC
b2365	NC_000913.3	2477847	2479184	+	1338	0	4	3	5	4	1	6	3	2	3	3	0	3	0	1	1	4	3	1	3	6	4	2	0	0	0	4	4	7	4	6	5	3	20	27	0	0	dsdX
b2366	NC_000913.3	2479202	2480530	+	1329	2	4	8	1	7	2	4	3	3	8	4	5	9	6	0	4	2	1	4	5	7	3	2	4	1	5	10	10	12	4	13	11	13	64	21	1	6	dsdA
b2367	NC_000913.3	2480638	2482176	-	1539	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	3	0	3	0	1	3	1	2	28	3	3	emrY
b2368	NC_000913.3	2482176	2483339	-	1164	0	0	0	0	1	3	0	1	0	0	5	0	0	1	0	1	0	2	0	0	2	0	0	1	0	3	0	1	4	2	1	0	2	2	36	0	3	emrK
b4781	NC_000913.3	2483729	2483758	+	30	0	0	1	0	1	2	2	2	4	1	0	0	0	0	1	1	1	0	0	0	0	0	2	1	1	0	1	0	0	0	3	1	0	0	0	0	0	evgL
b2369	NC_000913.3	2483755	2484369	+	615	22	23	36	44	47	124	92	129	115	22	15	34	19	40	28	49	36	1	13	45	34	43	66	34	8	40	147	37	118	6	95	100	54	208	44	11	87	evgA
b2370	NC_000913.3	2484374	2487967	+	3594	38	34	54	54	72	274	172	382	394	20	3	44	36	27	65	70	31	6	32	70	50	55	91	29	25	45	211	41	197	2	188	165	68	250	105	10	86	evgS
b2371	NC_000913.3	2488023	2489168	-	1146	1	2	1	0	4	3	0	2	2	1	7	0	0	3	2	0	3	4	0	0	1	0	3	0	0	3	3	3	1	4	2	3	1	7	23	0	2	yfdE
b2372	NC_000913.3	2489242	2490186	-	945	1	0	0	2	0	0	0	1	1	0	2	1	0	0	0	0	3	3	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	1	8	2	0	yfdV
b2373	NC_000913.3	2490256	2491950	-	1695	0	0	0	0	0	1	0	0	1	3	0	0	2	2	0	0	3	1	0	0	2	2	2	0	1	1	1	1	3	2	0	0	1	7	13	2	1	oxc
b2374	NC_000913.3	2492004	2493254	-	1251	0	0	0	0	2	0	1	1	1	1	0	1	4	0	0	0	2	0	2	1	0	3	1	0	0	0	2	5	2	0	0	2	2	6	12	1	0	frc
b2375	NC_000913.3	2493767	2494402	-	636	1	2	0	1	1	0	3	2	1	0	2	2	1	0	1	0	2	3	0	2	1	0	0	0	0	0	1	3	1	0	0	0	1	8	89	4	3	yfdX
b2376	NC_000913.3	2494698	2494973	+	276	2	2	0	2	1	0	2	1	1	5	3	2	3	0	1	0	1	1	0	3	1	3	0	0	0	5	2	2	5	2	4	3	19	15	56	3	4	ypdI
b2377	NC_000913.3	2495050	2495292	-	243	6	10	8	10	23	5	3	2	1	11	6	20	16	11	4	7	6	8	9	15	19	18	5	6	0	9	4	40	11	40	12	6	37	29	92	10	14	yfdY
b2378	NC_000913.3	2495645	2496565	+	921	117	118	137	95	145	274	242	576	426	113	40	175	78	99	47	105	73	12	53	108	133	139	105	102	26	198	61	208	279	46	203	185	202	291	227	36	170	lpxP
b4680	NC_000913.3	2496921	2496992	+	72	7	57	55	41	91	3	19	9	0	56	71	106	181	189	0	0	91	0	1	118	174	147	10	1	1	4	7	4	1	1	3	1	0	0	13	0	1	ypdK
b2379	NC_000913.3	2497057	2498295	-	1239	41	33	54	63	70	105	78	135	94	73	23	53	44	53	48	65	30	9	33	68	59	76	52	19	25	146	75	246	87	17	81	73	159	273	39	11	141	alaC
b2380	NC_000913.3	2498671	2500368	+	1698	10	8	6	13	9	8	16	14	9	8	9	15	14	16	13	18	11	9	14	14	15	10	3	3	4	63	16	36	26	23	29	35	116	185	44	3	43	pyrS
b2381	NC_000913.3	2500383	2501117	+	735	7	9	7	7	15	10	6	8	8	6	4	11	20	9	4	13	9	3	9	4	12	7	9	5	2	24	15	29	11	6	20	17	36	75	32	2	15	pyrR
b2382	NC_000913.3	2501130	2501987	+	858	9	4	6	4	7	5	7	8	6	4	5	7	5	8	3	9	6	5	6	14	11	3	6	1	4	35	13	28	17	11	7	21	29	106	28	7	23	ypdC
b2383	NC_000913.3	2501990	2504485	-	2496	1	2	7	3	7	3	1	3	8	10	6	3	7	4	2	1	2	3	1	9	6	7	3	1	2	9	6	11	6	9	10	10	15	52	12	2	12	fryA
b2384	NC_000913.3	2504510	2505547	-	1038	1	3	2	2	1	1	3	1	2	2	3	0	0	1	1	1	0	3	1	2	1	0	1	0	1	1	1	4	0	1	1	1	9	8	0	3	2	ypdE
b2385	NC_000913.3	2505547	2506632	-	1086	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	5	1	7	0	4	1	4	4	9	1	3	3	ypdF
b2386	NC_000913.3	2506647	2507894	-	1248	2	1	1	1	2	0	0	1	2	0	0	3	1	0	1	1	0	0	1	2	2	0	0	1	0	0	1	2	3	3	1	0	6	8	2	3	3	fryC
b2387	NC_000913.3	2507916	2508242	-	327	0	2	0	1	2	0	1	0	0	0	0	1	1	0	1	0	0	3	1	0	1	0	0	0	0	0	2	2	1	0	2	0	0	0	1	0	0	fryB
b2388	NC_000913.3	2508461	2509426	-	966	67	53	67	55	81	91	71	91	61	72	51	72	82	79	16	19	70	21	27	82	76	82	42	22	14	140	117	286	40	43	62	57	99	154	111	24	105	glk
b2389	NC_000913.3	2509630	2510886	+	1257	9	13	11	7	10	14	10	19	14	24	32	7	10	9	13	9	23	7	11	11	11	9	6	5	4	22	32	66	20	24	28	26	50	50	80	22	20	yfeO
b2390	NC_000913.3	2511001	2511327	+	327	48	409	169	85	285	11	206	20	17	536	381	173	196	310	4	9	289	24	25	164	140	106	24	20	7	50	18	148	37	92	28	17	37	48	131	20	27	ypeC
b2392	NC_000913.3	2511468	2512706	-	1239	35	83	46	42	83	40	70	45	26	199	136	41	69	76	13	55	171	167	66	48	89	75	15	21	13	68	22	325	131	558	78	68	165	134	787	104	47	mntH
b4819	NC_000913.3	2512687	2512776	-	90	2	0	0	1	5	1	0	1	2	0	4	4	2	3	2	2	3	0	0	0	0	1	1	2	0	0	0	3	1	0	2	1	2	3	8	2	1	ypeD
b2393	NC_000913.3	2513042	2514244	+	1203	31	28	41	22	31	19	25	13	28	36	21	19	39	58	15	23	33	14	23	37	45	43	31	19	5	44	28	51	42	35	45	51	69	212	36	19	89	nupC
b2394	NC_000913.3	2514331	2515443	+	1113	26	16	31	20	24	34	27	41	30	29	13	32	36	23	19	14	27	5	7	26	33	37	23	15	12	48	32	99	56	20	61	96	54	120	34	14	34	insL3
b2395	NC_000913.3	2515643	2517832	-	2190	8	11	12	10	17	17	10	24	13	20	4	15	15	22	7	5	14	5	5	19	30	19	5	4	7	21	14	15	25	8	23	25	17	55	25	7	15	pdeA
b2396	NC_000913.3	2518041	2518116	-	76	10	16	10	7	23	2	5	7	1	23	15	11	28	21	1	6	32	213	5	21	53	21	3	5	1	134	7	168	4	218	5	12	71	156	143	90	110	alaX
b2397	NC_000913.3	2518156	2518231	-	76	14	13	16	17	25	4	10	12	0	14	22	10	35	43	5	2	36	204	7	45	62	25	8	3	1	94	13	120	3	181	8	6	52	119	103	67	106	alaW
b2398	NC_000913.3	2518467	2518811	+	345	7	10	12	22	12	5	2	8	4	11	8	9	9	15	4	3	12	4	3	19	20	21	1	0	1	7	26	6	14	8	14	24	24	90	67	3	14	yfeC
b2399	NC_000913.3	2518813	2519205	+	393	4	12	8	13	12	4	10	5	5	16	4	5	10	16	8	7	17	2	3	18	25	17	7	3	4	9	18	17	26	6	29	33	17	186	47	2	19	yfeD
b2400	NC_000913.3	2519257	2520672	-	1416	157	77	190	143	171	197	224	301	254	74	50	181	221	212	264	165	110	54	100	201	207	203	112	75	32	405	256	745	710	116	541	839	509	1303	199	56	374	gltX
b2401	NC_000913.3	2520931	2521006	+	76	12	17	19	17	43	29	23	34	13	0	3	1	4	2	3	3	7	435	1	3	3	4	2	2	0	357	3	299	2	117	3	3	143	192	38	105	162	valU
b2402	NC_000913.3	2521051	2521126	+	76	48	115	239	123	271	163	249	247	187	39	19	34	106	101	28	29	55	469	12	85	130	76	46	44	12	618	89	665	207	149	163	236	191	815	78	144	255	valX
b2403	NC_000913.3	2521173	2521248	+	76	12	17	36	26	46	21	31	18	19	20	14	22	47	59	19	15	31	447	5	40	71	38	20	18	3	293	29	252	75	150	48	93	131	402	61	107	170	valY
b2404	NC_000913.3	2521253	2521328	+	76	3	3	8	9	8	5	2	8	4	13	5	6	17	19	4	5	8	6	1	17	21	13	11	4	0	11	3	16	25	3	15	13	10	158	3	7	33	lysV
b2405	NC_000913.3	2521593	2522477	-	885	4	5	6	3	6	10	4	3	6	9	6	3	8	9	2	4	8	5	1	8	7	7	5	3	5	19	5	14	11	2	6	3	19	15	52	3	14	xapR
b2406	NC_000913.3	2522729	2523985	-	1257	1	1	2	2	9	7	9	9	7	4	8	3	5	1	7	15	3	5	0	6	6	5	7	0	0	25	12	18	57	1	44	65	85	183	46	8	31	xapB
b2407	NC_000913.3	2524045	2524878	-	834	0	0	0	0	0	1	0	0	0	2	1	1	2	0	0	0	1	1	0	1	1	0	0	0	0	2	1	0	1	0	1	1	2	2	8	3	1	xapA
b2408	NC_000913.3	2525127	2525891	+	765	1	4	2	1	3	1	1	2	0	5	11	2	4	4	3	2	4	0	0	2	1	3	2	0	2	3	2	20	3	11	1	4	3	4	14	0	4	yfeN
b2409	NC_000913.3	2525930	2526856	-	927	6	3	8	2	10	4	3	7	7	7	5	6	5	3	1	2	4	8	1	5	10	7	3	4	0	13	6	19	9	5	12	11	26	34	16	2	14	yfeR
b2410	NC_000913.3	2526946	2527944	+	999	14	21	17	10	25	21	15	12	11	15	8	19	13	19	20	30	22	38	13	19	22	18	13	12	2	162	18	129	37	83	27	38	258	120	107	28	62	yfeH
b4546	NC_000913.3	2527941	2528159	-	219	8	8	2	4	10	4	3	8	5	1	3	2	3	5	5	6	2	4	6	5	3	6	1	1	0	29	4	58	4	15	5	5	26	24	22	6	13	ypeB
b2411	NC_000913.3	2528161	2530176	-	2016	23	17	22	21	43	31	20	41	35	25	13	28	33	39	25	22	25	36	20	25	34	32	11	11	5	110	39	268	56	122	50	56	334	206	115	30	119	ligA
b2412	NC_000913.3	2530247	2531233	-	987	31	124	108	114	133	197	144	290	174	179	170	135	140	146	64	91	137	21	40	122	156	126	68	49	26	352	177	575	195	103	176	238	339	874	155	33	329	zipA
b2413	NC_000913.3	2531463	2532224	+	762	14	25	34	14	37	37	68	41	33	64	36	24	46	44	34	42	32	2	4	53	58	36	29	22	16	69	33	87	105	14	88	109	96	171	37	17	51	cysZ
b2414	NC_000913.3	2532409	2533380	+	972	100	306	290	290	418	298	315	457	445	567	380	242	186	467	118	150	492	173	120	323	168	282	66	68	46	505	300	351	754	1043	240	287	573	1317	401	154	455	cysK
b2415	NC_000913.3	2533764	2534021	+	258	90	105	102	84	131	45	49	71	76	57	76	162	129	113	111	108	97	39	56	115	107	127	54	30	20	130	144	415	217	172	261	305	306	615	309	56	132	ptsH
b2416	NC_000913.3	2534066	2535793	+	1728	501	552	479	404	593	338	236	450	394	373	388	660	518	552	461	474	473	496	358	549	459	501	206	164	99	1616	557	6325	776	1490	787	1051	3188	4341	2076	668	1372	ptsI
b2417	NC_000913.3	2535834	2536343	+	510	407	595	393	313	486	228	177	276	209	334	518	513	409	419	223	204	429	200	206	311	321	323	128	97	67	1274	330	6648	290	917	341	438	1048	1091	1332	641	607	crr
b2418	NC_000913.3	2536386	2537237	-	852	11	6	8	11	20	8	3	5	1	3	6	6	18	7	10	2	10	5	2	14	11	9	5	2	2	13	19	27	11	7	2	14	16	38	18	5	13	pdxK
b2419	NC_000913.3	2537342	2537716	+	375	0	3	3	3	5	1	5	2	8	7	5	4	2	8	3	6	9	0	2	10	7	2	7	2	1	3	8	0	11	2	14	11	2	18	13	0	4	yfeK
b2420	NC_000913.3	2537749	2538483	+	735	1	3	6	7	9	11	7	6	2	14	1	3	7	14	1	7	17	2	5	14	12	16	5	2	2	2	16	14	20	7	22	27	13	63	17	1	19	yfeS
b2421	NC_000913.3	2538672	2539583	-	912	16	16	29	20	28	26	27	34	27	38	14	20	23	21	14	15	41	5	23	38	28	37	12	11	6	25	12	15	45	17	41	53	23	252	23	6	49	cysM
b2422	NC_000913.3	2539717	2540814	-	1098	11	51	34	40	65	51	23	78	54	53	25	34	16	39	11	25	103	12	32	36	14	28	4	7	3	180	10	38	131	85	61	80	178	869	30	4	41	cysA
b2423	NC_000913.3	2540804	2541679	-	876	9	26	24	28	44	42	26	83	43	35	12	21	11	32	4	21	52	28	17	23	16	27	4	4	0	153	6	31	85	105	55	52	164	809	31	7	37	cysW
b2424	NC_000913.3	2541679	2542512	-	834	7	32	27	25	45	46	31	81	38	44	21	32	6	33	11	14	55	14	15	32	19	20	1	6	1	104	7	15	79	100	38	40	183	377	39	9	17	cysU
b2425	NC_000913.3	2542512	2543528	-	1017	11	87	68	70	92	54	52	105	87	151	48	72	27	102	7	22	132	35	47	71	45	68	3	8	2	117	14	27	129	262	49	26	229	174	97	12	18	cysP
b2426	NC_000913.3	2543832	2544623	-	792	107	61	205	271	229	53	45	82	75	53	27	137	177	180	39	29	119	28	73	229	241	216	45	21	8	218	175	285	48	147	69	103	266	688	108	45	183	ucpA
b2427	NC_000913.3	2544752	2545609	-	858	0	2	2	2	3	0	1	6	0	2	1	1	7	2	2	0	0	0	0	2	6	4	1	2	0	1	3	3	3	1	4	1	4	14	4	0	3	murR
b2428	NC_000913.3	2545773	2546669	+	897	1	4	4	0	3	1	2	6	1	1	1	4	6	8	1	3	3	1	0	3	1	4	2	2	0	9	3	15	4	3	9	8	15	44	5	1	13	murQ
b2429	NC_000913.3	2546673	2548097	+	1425	3	5	3	3	4	12	6	9	10	7	0	6	6	11	8	6	5	0	3	3	8	8	6	1	1	25	8	20	21	0	9	18	44	67	16	2	10	murP
b2430	NC_000913.3	2548102	2549406	+	1305	3	4	4	9	10	6	7	6	2	3	1	5	2	6	5	5	4	1	3	7	5	5	3	0	0	6	11	16	10	7	8	15	30	68	14	3	11	yfeW
b2431	NC_000913.3	2549646	2550545	-	900	87	45	62	69	103	31	40	39	37	49	25	77	107	91	42	26	61	9	27	84	99	104	29	15	13	77	132	109	107	33	118	177	195	628	50	16	99	yfeX
b2432	NC_000913.3	2550641	2551216	-	576	16	9	30	17	33	27	25	30	37	17	11	29	38	23	21	14	22	4	11	31	29	33	12	8	4	41	45	52	66	13	51	53	70	146	23	12	50	yfeY
b2433	NC_000913.3	2551277	2551726	-	450	4	3	6	9	6	16	10	13	13	6	2	4	4	3	4	7	3	1	4	4	3	9	2	2	1	19	11	42	12	11	14	15	48	36	14	7	38	yfeZ
b2434	NC_000913.3	2551713	2552138	-	426	6	9	11	21	17	17	13	20	14	6	7	19	15	15	9	7	7	17	9	11	12	11	11	6	4	46	21	71	25	37	28	27	140	75	63	23	57	ypeA
b2435	NC_000913.3	2552352	2553221	+	870	26	17	59	34	53	52	45	54	52	27	4	47	32	37	47	49	22	4	22	42	50	53	27	11	5	110	46	93	138	6	111	170	219	584	49	9	84	amiA
b2436	NC_000913.3	2553225	2554124	+	900	16	7	19	19	26	36	29	41	36	5	7	22	25	20	20	34	7	4	17	37	17	22	15	3	1	78	23	66	48	10	60	42	119	366	11	12	71	hemF
b2437	NC_000913.3	2554130	2555182	-	1053	3	5	4	6	9	13	7	11	19	1	0	2	2	5	6	6	7	3	1	5	8	9	5	3	2	24	9	21	19	8	20	23	38	103	7	4	24	eutR
b2438	NC_000913.3	2555228	2555728	-	501	2	3	1	5	9	6	4	15	10	2	0	4	1	3	2	5	8	16	5	7	2	3	2	3	2	47	6	106	8	36	9	10	59	101	43	14	26	eutK
b2439	NC_000913.3	2555741	2556400	-	660	3	3	5	6	8	10	1	11	12	2	3	2	3	3	4	8	4	1	2	6	5	5	6	2	2	28	5	38	5	3	9	8	46	87	7	4	12	eutL
b2440	NC_000913.3	2556410	2557297	-	888	5	2	3	3	5	11	4	12	10	7	3	2	6	3	10	18	4	1	2	4	5	5	1	1	2	23	11	46	14	3	25	15	52	107	10	6	23	eutC
b2441	NC_000913.3	2557318	2558679	-	1362	95	99	129	92	153	70	75	75	74	150	56	138	147	143	43	32	101	59	51	140	167	159	53	23	19	119	62	109	145	130	120	146	167	336	281	42	180	eutB
b2442	NC_000913.3	2558858	2560066	+	1209	33	18	30	36	38	52	35	50	36	14	3	37	39	29	23	29	25	5	22	38	37	42	17	9	5	56	20	46	40	15	40	67	71	110	32	4	49	intZ
b2443	NC_000913.3	2560257	2560898	+	642	2	3	5	5	7	1	3	9	5	7	4	5	3	3	2	0	2	0	7	7	8	6	3	2	0	2	4	3	2	1	5	4	4	1	10	3	0	yffL
b2444	NC_000913.3	2561368	2561613	+	246	0	0	1	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	2	1	1	0	0	1	1	4	1	1	1	1	2	3	4	0	1	yffM
b2445	NC_000913.3	2561625	2561993	+	369	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	1	1	0	0	1	0	0	yffN
b2446	NC_000913.3	2562111	2562527	+	417	1	1	0	0	0	1	1	0	0	2	1	0	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0	2	0	1	2	0	2	0	yffO
b2447	NC_000913.3	2562524	2563117	+	594	0	0	2	1	0	2	0	0	1	2	2	0	3	4	0	2	2	0	2	2	1	1	0	1	0	0	1	4	1	2	2	4	2	13	3	0	3	yffP
b2448	NC_000913.3	2563592	2563969	+	378	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	yffQ
b2449	NC_000913.3	2563980	2564372	+	393	4	11	5	5	6	9	2	15	8	7	8	8	7	14	4	8	16	9	0	4	5	5	0	0	0	45	4	178	4	43	7	8	34	18	32	18	21	yffR
b2450	NC_000913.3	2564523	2565332	+	810	20	18	19	8	25	13	3	8	7	16	7	26	15	19	8	2	16	2	9	15	23	18	6	2	1	15	13	19	12	11	7	5	18	20	20	8	10	yffS
b2451	NC_000913.3	2565481	2566884	-	1404	3	0	1	0	1	3	1	2	0	0	0	1	3	0	0	0	3	0	3	0	2	2	1	1	0	11	0	10	4	6	1	2	14	23	6	0	5	eutA
b2452	NC_000913.3	2566881	2568107	-	1227	0	1	1	4	0	3	0	0	3	1	3	0	2	1	1	1	3	6	5	1	0	4	0	0	1	12	3	19	2	10	2	1	16	24	19	9	6	eutH
b2453	NC_000913.3	2568324	2569511	-	1188	0	0	0	1	0	0	1	0	0	1	1	1	3	0	0	0	2	0	0	1	1	0	0	0	0	10	0	3	1	2	2	5	8	8	2	2	4	eutG
b2454	NC_000913.3	2569501	2570337	-	837	0	1	2	0	1	0	1	0	2	0	0	1	0	1	0	1	0	5	0	0	0	3	1	0	0	1	0	7	0	0	0	1	2	5	0	0	2	eutJ
b2455	NC_000913.3	2570348	2571751	-	1404	0	0	2	1	2	0	0	1	2	0	1	0	1	2	0	0	2	0	0	1	2	0	0	1	0	6	0	9	2	1	2	1	4	8	3	5	2	eutE
b2456	NC_000913.3	2571763	2572050	-	288	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	eutN
b2457	NC_000913.3	2572157	2572450	-	294	3	3	3	2	3	3	1	2	1	0	3	1	3	3	1	3	2	1	1	1	6	6	3	0	0	1	4	17	6	4	10	4	18	32	12	4	12	eutM
b2458	NC_000913.3	2572489	2573505	-	1017	2	1	3	3	5	1	0	1	3	1	1	1	4	1	0	2	2	0	2	4	6	4	2	0	0	13	1	5	2	2	6	2	10	20	5	5	7	eutD
b2459	NC_000913.3	2573502	2574305	-	804	0	2	3	3	5	1	1	1	1	1	0	2	3	2	3	0	1	1	1	7	2	0	0	1	0	6	1	14	1	0	0	0	13	11	3	0	3	eutT
b2460	NC_000913.3	2574302	2575003	-	702	3	0	4	1	2	1	0	0	1	1	1	0	0	0	0	1	1	0	2	5	6	1	1	0	0	9	1	9	1	1	1	2	8	14	0	0	2	eutQ
b2461	NC_000913.3	2574978	2575457	-	480	0	2	1	4	0	1	1	0	0	1	4	1	0	0	0	1	0	0	0	3	1	1	0	0	0	3	2	6	1	1	2	0	3	8	6	2	2	eutP
b2462	NC_000913.3	2575470	2575805	-	336	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	4	3	1	1	eutS
b2463	NC_000913.3	2576098	2578377	-	2280	279	200	601	558	565	462	296	944	456	99	58	358	311	338	569	464	236	55	194	518	397	439	208	127	49	971	282	2088	644	128	600	663	2645	3929	146	117	1002	maeB
b2464	NC_000913.3	2578666	2579616	+	951	34	123	26	30	46	41	21	17	36	108	83	60	58	67	51	110	87	113	72	28	38	42	25	57	25	249	27	1509	130	495	96	52	919	195	875	218	207	talA
b2465	NC_000913.3	2579636	2581639	+	2004	102	242	71	49	126	80	58	39	64	180	127	142	105	149	89	315	162	325	157	71	115	88	58	113	66	995	45	5115	240	891	161	107	3464	434	1472	584	793	tktB
b2466	NC_000913.3	2581734	2582777	-	1044	45	163	75	29	114	22	217	41	25	405	203	41	86	114	14	23	171	15	19	72	125	95	17	26	7	115	22	425	25	38	40	28	125	82	74	34	66	ypfG
